duration_s,start_row,end_row,method,distance_m,endpoint_error_m,drift_percent,sequence
15,22497,22647,learned_speed_initial_offset,134.21861111111113,5.299658514412274,3.9485273096925586,S1
15,22497,22647,learned_speed_preoutage_mean_offset,134.21861111111113,19.0578066340542,14.199079007215653,S1
15,22647,22797,original_learned_speed,131.51624999999999,3.0994567072547565,2.356710069861905,S1
15,22647,22797,constant_speed_with_gyro,131.51624999999999,3.884340764024487,2.9535063264231516,S1
15,22647,22797,learned_speed_initial_offset,131.51624999999999,53.750340223223986,40.869732997423505,S1
15,22647,22797,learned_speed_preoutage_mean_offset,131.51624999999999,6.34657469477684,4.825696212275548,S1
15,22797,22947,original_learned_speed,97.84744444444446,15.012378838159727,15.342637636983367,S1
15,22797,22947,constant_speed_with_gyro,97.84744444444446,36.172831336564876,36.96860101144796,S1
15,22797,22947,learned_speed_initial_offset,97.84744444444446,7.270089888770784,7.430025311390297,S1
15,22797,22947,learned_speed_preoutage_mean_offset,97.84744444444446,17.502935434057903,17.887984232429975,S1
15,22947,23097,original_learned_speed,88.64916666666669,23.64201379718935,26.669188990897837,S1
15,22947,23097,constant_speed_with_gyro,88.64916666666669,35.78896825329368,40.37146608254675,S1
15,22947,23097,learned_speed_initial_offset,88.64916666666669,33.534618972943434,37.828464986070664,S1
15,22947,23097,learned_speed_preoutage_mean_offset,88.64916666666669,24.81877208670219,27.996621987462394,S1
15,23097,23247,original_learned_speed,154.65900000000002,6.120556446485398,3.957452489984674,S1
15,23097,23247,constant_speed_with_gyro,154.65900000000002,2.4576448555047126,1.5890732873642737,S1
15,23097,23247,learned_speed_initial_offset,154.65900000000002,27.73691877743778,17.93424163963156,S1
15,23097,23247,learned_speed_preoutage_mean_offset,154.65900000000002,3.2318956662648115,2.0896912990933676,S1
15,23247,23397,original_learned_speed,128.84122222222223,17.955753687816816,13.936342249879596,S1
15,23247,23397,constant_speed_with_gyro,128.84122222222223,29.09474658854112,22.581861679609965,S1
15,23247,23397,learned_speed_initial_offset,128.84122222222223,16.623455897367077,12.902280505144029,S1
15,23247,23397,learned_speed_preoutage_mean_offset,128.84122222222223,16.144853759894573,12.530813881948681,S1
15,23397,23547,original_learned_speed,137.03713888888893,20.421661544397654,14.902282483404546,S1
15,23397,23547,constant_speed_with_gyro,137.03713888888893,14.677645513956364,10.71070633330804,S1
15,23397,23547,learned_speed_initial_offset,137.03713888888893,28.0883766613669,20.49690827545753,S1
15,23397,23547,learned_speed_preoutage_mean_offset,137.03713888888893,25.638137043768932,18.70889691046205,S1
15,23547,23697,original_learned_speed,119.54147222222224,15.513972053185306,12.977899439238564,S1
15,23547,23697,constant_speed_with_gyro,119.54147222222224,15.294180322130766,12.794037113496117,S1
15,23547,23697,learned_speed_initial_offset,119.54147222222224,14.301592444409673,11.963707806629362,S1
15,23547,23697,learned_speed_preoutage_mean_offset,119.54147222222224,14.309089831568988,11.969979594168818,S1
15,23697,23847,original_learned_speed,130.3398888888889,2.474855688695044,1.8987707522175263,S1
15,23697,23847,constant_speed_with_gyro,130.3398888888889,18.580460435442106,14.255390727915554,S1
15,23697,23847,learned_speed_initial_offset,130.3398888888889,13.173355954758016,10.10692587438672,S1
15,23697,23847,learned_speed_preoutage_mean_offset,130.3398888888889,6.434249811614255,4.936516262568915,S1
15,23847,23997,original_learned_speed,86.14102777777778,13.761310824199674,15.975326948385618,S1
15,23847,23997,constant_speed_with_gyro,86.14102777777778,37.10285336237744,43.07222042682551,S1
15,23847,23997,learned_speed_initial_offset,86.14102777777778,11.353621998345176,13.180272271227908,S1
15,23847,23997,learned_speed_preoutage_mean_offset,86.14102777777778,11.9751908120843,13.90184343165406,S1
15,23997,24147,original_learned_speed,77.26552777777779,43.76911666045087,56.64766412562995,S1
15,23997,24147,constant_speed_with_gyro,77.26552777777779,29.88867886875341,38.68307087051264,S1
15,23997,24147,learned_speed_initial_offset,77.26552777777779,15.860857380447712,20.5277280005967,S1
15,23997,24147,learned_speed_preoutage_mean_offset,77.26552777777779,39.85540198383819,51.58238496534406,S1
15,24147,24297,original_learned_speed,0.9908611111111111,20.398822396504098,,S1
15,24147,24297,constant_speed_with_gyro,0.9908611111111111,0.8466689839593544,,S1
15,24147,24297,learned_speed_initial_offset,0.9908611111111111,0.7750046424029609,,S1
15,24147,24297,learned_speed_preoutage_mean_offset,0.9908611111111111,12.410216203915347,,S1
15,24297,24447,original_learned_speed,55.299055555555555,28.127017568507785,50.863468256253135,S1
15,24297,24447,constant_speed_with_gyro,55.299055555555555,52.26205514876981,94.50804290186358,S1
